,property_class,property_class_description,owner1,address,city,state,zip_code,latitude,longitude,mail
13847,,,,,,,,42.91509257,-78.8160265,
13848,,,,,,,,42.91105669,-78.83547916,
13850,,,,,,,,42.91372515,-78.85325546,
13853,,,,,,,,42.91255859,-78.83712234,
13856,,,,,,,,42.91342766,-78.85326147,
13858,,,,,,,,42.91351007,-78.85923263,
13865,,,,,,,,42.90987042,-78.822572,
13868,,,,,,,,42.90799739,-78.85237747,
13873,,,,,,,,42.90048124,-78.85513615,
13874,,,,,,,,42.908885999999995,-78.83280375,
13875,,,,,,,,42.9029236,-78.821765,
13876,,,,,,,,42.91236654,-78.81642925,
13878,,,,,,,,42.91836929,-78.8261297,
13883,,,,,,,,42.90146936,-78.84802882,
13885,,,,,,,,42.90153687,-78.84870297,
13888,,,,,,,,42.90274271,-78.84798927,
13891,,,,,,,,42.90295475,-78.84075583,
13898,,,,,,,,42.89922622,-78.86304569,
13901,,,,,,,,42.91382937,-78.82103586,
13905,,,,,,,,42.90818348,-78.86065173,
13907,,,,,,,,42.9054941,-78.82248303,
13913,,,,,,,,42.90050184,-78.85261202,
13923,,,,,,,,42.91334118,-78.85139898,
13924,,,,,,,,42.90342515,-78.84170829,
13925,,,,,,,,42.90541256,-78.82248154,
13926,,,,,,,,42.9141679,-78.85646714,
13928,,,,,,,,42.91101985,-78.8313457,
13936,,,,,,,,42.91075129,-78.81091874,
13939,,,,,,,,42.91849645,-78.85366372,
13943,,,,,,,,42.90117398,-78.8467342,
13944,,,,,,,,42.91326374,-78.84222743,
13945,,,,,,,,42.91288297,-78.84747722,
13946,,,,,,,,42.90833895,-78.86448795,
13947,,,,,,,,42.90607078,-78.86309328,
13948,,,,,,,,42.90248082,-78.84232486,
13953,,,,,,,,42.90663513,-78.84841101,
13954,,,,,,,,42.91093624,-78.82200104,
13959,,,,,,,,42.90667846,-78.80226201,
13960,,,,,,,,42.90859011,-78.84775308,
13961,,,,,,,,42.90683659,-78.85310684,
13962,,,,,,,,42.90208152,-78.83201609,
13964,,,,,,,,42.91190116,-78.81702052,
13965,,,,,,,,42.89782508,-78.84496881,
13967,,,,,,,,42.90801728,-78.8592864,
13968,,,,,,,,42.91605855,-78.84216321,
13980,,,,,,,,42.91576601,-78.86030267,
13981,,,,,,,,42.90588041,-78.8529361,
13982,,,,,,,,42.90909998,-78.84714841,
13984,,,,,,,,42.90199101,-78.82346306,
14000,,,,,,,,42.90648499,-78.81651447,
14005,,,,,,,,42.90831756,-78.81984109999999,
14010,,,,,,,,42.90045376,-78.85174415,
14011,,,,,,,,42.91349515,-78.81962911,
14015,,,,,,,,42.90419671,-78.86053269,
14028,,,,,,,,42.9187742,-78.85640005,
14046,,,,,,,,42.90723004,-78.85672096,
14047,,,,,,,,42.9015785,-78.83478932,
14050,,,,,,,,42.91663878,-78.85825525,
14053,,,,,,,,42.90252031,-78.84597228,
14055,,,,,,,,42.91233662,-78.82665704,
14057,,,,,,,,42.91141357,-78.86301458,
14059,,,,,,,,42.9087488,-78.84208278,
14064,,,,,,,,42.9023847,-78.82334555,
14065,,,,,,,,42.9106189,-78.82101572,
14067,,,,,,,,42.91145454,-78.86311284,
14081,,,,,,,,42.90691286,-78.81294969,
14083,,,,,,,,42.90289969,-78.82729981,
14086,,,,,,,,42.91115025,-78.80795222,
14113,,,,,,,,42.90635031,-78.80743340000001,
14114,,,,,,,,42.90792667,-78.83197719,
14121,,,,,,,,42.9032816,-78.82718320000001,
14124,,,,,,,,42.90559507,-78.82555629,
14129,,,,,,,,42.91654922,-78.84122347,
14139,,,,,,,,42.91584093,-78.81501691,
14140,,,,,,,,42.89942601,-78.84796481,
14144,,,,,,,,42.90265988,-78.84798952,
14145,,,,,,,,42.91096265,-78.86407793,
14148,,,,,,,,42.90871053,-78.81715658,
14150,,,,,,,,42.90159935,-78.84658137,
14160,,,,,,,,42.91262519,-78.85188379,
14164,,,,,,,,42.90157665,-78.82400875,
14173,,,,,,,,42.9152876,-78.80959551,
14176,,,,,,,,42.90548407,-78.86103452,
14178,,,,,,,,42.91283979,-78.8200437,
14179,,,,,,,,42.91036917,-78.85487417,
14182,,,,,,,,42.90976666,-78.84001241,
14190,,,,,,,,42.91656831,-78.84036543,
14192,,,,,,,,42.90718163,-78.86541943,
14195,,,,,,,,42.90516079,-78.84777208,
14197,,,,,,,,42.91325439,-78.84110419,
14204,,,,,,,,42.90568202,-78.82494707,
14205,,,,,,,,42.9191197,-78.82213658,
14213,,,,,,,,42.90798323,-78.85114823,
14214,,,,,,,,42.90650227,-78.83536121,
14216,,,,,,,,42.91297612,-78.86165816,
14226,,,,,,,,42.90019829999999,-78.82726582,
14227,,,,,,,,42.90496749,-78.81779839,
14230,,,,,,,,42.90307238,-78.82117169,
14231,,,,,,,,42.90885555,-78.81551004,
14232,,,,,,,,42.90177682,-78.84924768,
14234,,,,,,,,42.90916249,-78.85300038,
14236,,,,,,,,42.90892583,-78.84775037,
14250,,,,,,,,42.91349666,-78.8269933,
14251,,,,,,,,42.90773775,-78.85492836,
14253,,,,,,,,42.90821844,-78.81715365,
14259,,,,,,,,42.90053218,-78.83887935,
14263,,,,,,,,42.909526899999996,-78.81658772,
14272,,,,,,,,42.91371454,-78.81542249,
14274,,,,,,,,42.90615915,-78.85182959,
14279,,,,,,,,42.90175226,-78.82545935,
14298,,,,,,,,42.91372442,-78.85263671,
14299,,,,,,,,42.90506452,-78.81016196,
14300,,,,,,,,42.91101448,-78.82394628,
14304,,,,,,,,42.91311082,-78.81742272,
14305,,,,,,,,42.91041206,-78.85066179,
14307,,,,,,,,42.90024395,-78.83837638,
14310,,,,,,,,42.90144007,-78.82643718,
14311,,,,,,,,42.90525511,-78.82142313,
14312,,,,,,,,42.90745322,-78.83184672,
14315,,,,,,,,42.91873694,-78.85442706,
14328,,,,,,,,42.90526636,-78.86005932,
14329,,,,,,,,42.89807817,-78.84204775,
14331,,,,,,,,42.91001884,-78.81742461,
14336,,,,,,,,42.89981741,-78.85633828,
14345,,,,,,,,42.91101193,-78.80581638,
14347,,,,,,,,42.9125656,-78.8377985,
14356,,,,,,,,42.91143939,-78.82159925,
14358,,,,,,,,42.90604106,-78.86354941,
14359,,,,,,,,42.91697025,-78.85697551,
14361,,,,,,,,42.91267883,-78.82160587,
14363,,,,,,,,42.89972327,-78.84156833,
14378,,,,,,,,42.912419799999995,-78.82665631,
14379,,,,,,,,42.91768466,-78.79929099,
14382,,,,,,,,42.90384585,-78.83254249,
14389,,,,,,,,42.91042159,-78.85154952,
14396,,,,,,,,42.90383049,-78.83133546,
14398,,,,,,,,42.91779749,-78.85611066,
14400,,,,,,,,42.91012434,-78.83287518,
14411,,,,,,,,42.89950323,-78.82216517,
14415,,,,,,,,42.90984691,-78.84827622,
14419,,,,,,,,42.91326284,-78.83856702,
14421,,,,,,,,42.89814454,-78.84423103,
14423,,,,,,,,42.91682268,-78.87528776,
14425,,,,,,,,42.8996407,-78.84156777,
14426,,,,,,,,42.90715992,-78.84862224,
14431,,,,,,,,42.91035814,-78.8587536,
14432,,,,,,,,42.90957088,-78.85089034,
14436,,,,,,,,42.90063468,-78.84157246,
14437,,,,,,,,42.90106727,-78.84902009,
14441,,,,,,,,42.90989276,-78.84403759,
14442,,,,,,,,42.905931200000005,-78.82800319,
14443,,,,,,,,42.91878243,-78.85461241,
14448,,,,,,,,42.91209061,-78.85749817,
14452,,,,,,,,42.90619078,-78.86005469,
14460,,,,,,,,42.91100277,-78.82977917,
14465,,,,,,,,42.91077978,-78.85791365,
14466,,,,,,,,42.90221567,-78.82389431,
14467,,,,,,,,42.91287114,-78.83722649,
14469,,,,,,,,42.91862683,-78.82830140000002,
14471,,,,,,,,42.90616299,-78.81186377,
14472,,,,,,,,42.90101253,-78.86144966,
14474,,,,,,,,42.90138146,-78.82816237,
14503,,,,,,,,42.90694913,-78.83222306,
14505,,,,,,,,42.90266331,-78.84290990000001,
14507,,,,,,,,42.90265676,-78.83382821,
14510,,,,,,,,42.90155854,-78.82218655,
14511,,,,,,,,42.91029039,-78.82101673,
14516,,,,,,,,42.90611092,-78.82595518,
14517,,,,,,,,42.90893536,-78.81079393,
14518,,,,,,,,42.91279709,-78.85741109,
14519,,,,,,,,42.90872816,-78.86039994,
14520,,,,,,,,42.90702206,-78.81234325,
14524,,,,,,,,42.89996477,-78.83972839,
14528,,,,,,,,42.92016397,-78.84272877,
14529,,,,,,,,42.90549116,-78.86148416,
14534,,,,,,,,42.909698600000006,-78.86156345,
14546,,,,,,,,42.90018629,-78.83190929,
14548,,,,,,,,42.90775593,-78.85649094,
14549,,,,,,,,42.91584858,-78.85881129,
14550,,,,,,,,42.89990071,-78.8484497,
14554,,,,,,,,42.91888154,-78.83972509,
14556,,,,,,,,42.91258759,-78.82509376,
14558,,,,,,,,42.91264305,-78.85889770000001,
14560,,,,,,,,42.90694927,-78.83209664,
14566,,,,,,,,42.90543132,-78.84873236,
14567,,,,,,,,42.91433139,-78.85608653,
14568,,,,,,,,42.91811742,-78.82690771,
14569,,,,,,,,42.90199649,-78.82638359,
14573,,,,,,,,42.91324,-78.85702752,
14578,,,,,,,,42.91158896,-78.82941766,
14582,,,,,,,,42.89870232,-78.86074136,
14583,,,,,,,,42.90887559,-78.81715523,
14584,,,,,,,,42.91654697,-78.84138665,
14587,,,,,,,,42.910683899999995,-78.80582376,
14591,,,,,,,,42.91052476,-78.82354687,
14597,,,,,,,,42.90695418,-78.83524742,
14603,,,,,,,,42.90884305,-78.82198764,
14604,,,,,,,,42.90717931,-78.82595424,
14606,,,,,,,,42.9006954,-78.8367778,
14614,,,,,,,,42.90559828,-78.81006627,
14616,,,,,,,,42.90697699,-78.86286345,
14624,,,,,,,,42.90083621,-78.8548926,
14628,,,,,,,,42.90550101,-78.82184717,
14635,,,,,,,,42.90117796,-78.82962402,
14638,,,,,,,,42.91188818,-78.83269258,
14639,,,,,,,,42.90147087,-78.8230954,
14643,,,,,,,,42.905326200000005,-78.81585201,
14654,,,,,,,,42.9085186,-78.83436613,
14660,,,,,,,,42.91565528,-78.80095925,
14664,,,,,,,,42.90988461,-78.85113532,
14670,,,,,,,,42.90515713,-78.84841201,
14672,,,,,,,,42.89886183,-78.86287707,
14674,,,,,,,,42.90152235,-78.84675971,
14677,,,,,,,,42.91142469,-78.85891204,
14687,,,,,,,,42.91324504,-78.83998819,
14691,,,,,,,,42.90049421,-78.81663557,
14706,,,,,,,,42.9086935,-78.84943409,
14711,,,,,,,,42.90193173,-78.8612437,
14712,,,,,,,,42.89905426,-78.84917229,
14717,,,,,,,,42.90279873,-78.81639444,
14718,,,,,,,,42.90744493,-78.82185999,
14722,,,,,,,,42.90083905,-78.83519272,
14726,,,,,,,,42.91348857,-78.85702243,
14730,,,,,,,,42.9156971,-78.85021496,
14731,,,,,,,,42.89943739,-78.83630408,
14733,,,,,,,,42.90100643,-78.835192,
14734,,,,,,,,42.91129622,-78.84741606,
14743,,,,,,,,42.89884385,-78.82215798,
14744,,,,,,,,42.90829075,-78.82340321,
14745,,,,,,,,42.91280343,-78.85795734,
14748,,,,,,,,42.91676414,-78.87390186,
14749,,,,,,,,42.90127218,-78.83141354,
14751,,,,,,,,42.91604927,-78.84126951,
14755,,,,,,,,42.90136067,-78.85929993,
14760,,,,,,,,42.9018086,-78.821639,
14768,,,,,,,,42.90375485,-78.81118067,
14770,,,,,,,,42.91210886,-78.85214147,
14777,,,,,,,,42.91357576,-78.81962992,
14786,,,,,,,,42.90441192,-78.81341551,
14787,,,,,,,,42.90644685,-78.82352282,
14788,,,,,,,,42.91332761,-78.84982626,
14789,,,,,,,,42.90273002,-78.8305093,
14790,,,,,,,,42.90315017,-78.84799288,
14791,,,,,,,,42.90289876,-78.83099338,
14792,,,,,,,,42.914201500000004,-78.82611881,
14794,,,,,,,,42.90431467,-78.84777700000001,
14797,,,,,,,,42.91907463,-78.85693237,
14801,,,,,,,,42.9115214,-78.84840267,
14803,,,,,,,,42.91131746,-78.8494288,
14804,,,,,,,,42.90116415,-78.83100589,
14808,,,,,,,,42.89974467,-78.8628752,
14809,,,,,,,,42.91004043,-78.82555479,
14813,,,,,,,,42.91305641,-78.82396199,
14817,,,,,,,,42.90718481,-78.83939798,
14831,,,,,,,,42.91830433,-78.84239578,
14834,,,,,,,,42.90244714,-78.84599011,
14837,,,,,,,,42.90588264,-78.85305972,
14851,,,,,,,,42.90381718,-78.83027932,
14852,,,,,,,,42.900780499999996,-78.85108699999999,
14854,,,,,,,,42.91759281,-78.82566412,
14855,,,,,,,,42.91145866,-78.82637862,
14856,,,,,,,,42.91509197,-78.81643078,
14859,,,,,,,,42.9099924,-78.85994405,
14860,,,,,,,,42.91565964,-78.80837186,
14861,,,,,,,,42.90436812,-78.82454361,
14866,,,,,,,,42.91027923,-78.84004888,
14879,,,,,,,,42.89917708,-78.85095366,
14885,,,,,,,,42.90098592,-78.82345316,
14887,,,,,,,,42.91603125,-78.85917726,
14894,,,,,,,,42.89831203,-78.84081539,
14904,,,,,,,,42.89942247,-78.82460814,
14905,,,,,,,,42.91156917,-78.84619299,
14908,,,,,,,,42.91538694,-78.80399367,
14911,,,,,,,,42.90056137,-78.83090908,
14916,,,,,,,,42.91214803,-78.85561322,
14923,,,,,,,,42.91363228,-78.82396573,
14924,,,,,,,,42.91384126,-78.82510724,
14926,,,,,,,,42.91308885,-78.81702181,
14933,,,,,,,,42.90114804,-78.82149678,
14945,,,,,,,,42.90125574,-78.82969105,
14948,,,,,,,,42.91223162,-78.82395721,
14952,,,,,,,,42.90933788,-78.81654828,
14953,,,,,,,,42.90695176,-78.83339315,
14954,,,,,,,,42.90797273,-78.85028697,
14960,,,,,,,,42.90912317,-78.84966544,
14961,,,,,,,,42.9093468,-78.81080328,
14962,,,,,,,,42.90142009,-78.8588975,
14963,,,,,,,,42.89932898,-78.83793071,
14967,,,,,,,,42.9121295,-78.85734131,
14969,,,,,,,,42.90451385,-78.82141606,
14973,,,,,,,,42.91259527,-78.81204596,
14975,,,,,,,,42.90872608,-78.86028821,
14976,,,,,,,,42.90736237,-78.82185774,
14978,,,,,,,,42.90461982,-78.86309693,
14979,,,,,,,,42.91174555,-78.84703386,
14980,,,,,,,,42.91293439,-78.85059581,
14981,,,,,,,,42.90839033,-78.81184117,
14983,,,,,,,,42.91263798,-78.85845729,
14986,,,,,,,,42.90479359,-78.81016695,
14987,,,,,,,,42.90140797,-78.83020104,
14989,,,,,,,,42.90290261,-78.85652054,
14991,,,,,,,,42.90656688,-78.81651366,
15005,,,,,,,,42.90051269,-78.86111699,
15006,,,,,,,,42.91042237,-78.86184917,
15014,,,,,,,,42.90666865,-78.83872943,
15015,,,,,,,,42.90709735,-78.86536109999999,
15017,,,,,,,,42.90188219,-78.85859863,
15019,,,,,,,,42.90991381,-78.85692518,
15023,,,,,,,,42.91467547,-78.86393509999999,
15028,,,,,,,,42.91162692,-78.8627403,
15032,,,,,,,,42.90429798,-78.82696113,
15038,,,,,,,,42.91379231,-78.81402472,
15058,,,,,,,,42.91720837,-78.85435263,
15066,,,,,,,,42.90429947,-78.83128526,
15067,,,,,,,,42.91368788,-78.86080663,
15070,,,,,,,,42.90325789,-78.81749253,
15071,,,,,,,,42.89905808,-78.84546809,
15075,,,,,,,,42.90863271,-78.85053257,
15080,,,,,,,,42.9084463,-78.81448529,
15081,,,,,,,,42.90977425,-78.84065405,
15082,,,,,,,,42.90421524,-78.82696034,
15083,,,,,,,,42.91919302,-78.85885225,
15085,,,,,,,,42.90254084,-78.81751336,
15089,,,,,,,,42.90197285,-78.85664583,
15091,,,,,,,,42.89436029,-78.85670305,
15092,,,,,,,,42.90328317,-78.85427998,
15093,,,,,,,,42.90911814,-78.85783683,
15096,,,,,,,,42.90524768,-78.81689388,
15097,,,,,,,,42.90172526,-78.82163763,
15100,,,,,,,,42.90134031,-78.8320207,
15103,,,,,,,,42.89817176,-78.82950705,
15107,,,,,,,,42.8996359,-78.81625222,
15110,,,,,,,,42.91567629,-78.81501796,
15112,,,,,,,,42.91525586,-78.81966244,
15118,,,,,,,,42.9123969,-78.82259028,
15127,,,,,,,,42.91349796,-78.82004675,
15128,,,,,,,,42.90993371,-78.85849328,
15134,,,,,,,,42.90667563,-78.8275503,
15138,,,,,,,,42.91237005,-78.80752649,
15141,,,,,,,,42.90583103,-78.83502761,
15142,,,,,,,,42.89936174,-78.86057496,
15145,,,,,,,,42.91794151,-78.8250759,
15147,,,,,,,,42.90695357,-78.83430409,
15157,,,,,,,,42.90767578,-78.83279478,
15164,,,,,,,,42.91151614,-78.85837312,
15166,,,,,,,,42.90679923,-78.82290305,
15167,,,,,,,,42.91551126,-78.81543069,
15168,,,,,,,,42.90240166,-78.83478689,
15170,,,,,,,,42.91525513,-78.82009852,
15174,,,,,,,,42.90207138,-78.83585376,
15175,,,,,,,,42.90904524,-78.83769952,
15176,,,,,,,,42.90797666,-78.85065539,
15178,,,,,,,,42.90040919,-78.85566446,
15181,,,,,,,,42.9069521,-78.83351036,
15182,,,,,,,,42.900918100000005,-78.83420741,
15183,,,,,,,,42.90382084,-78.83052018,
15185,,,,,,,,42.91014072,-78.83455489,
15191,,,,,,,,42.91484476,-78.86390403,
15194,,,,,,,,42.90913556,-78.82061948,
15198,,,,,,,,42.90831412,-78.81939424,
15201,,,,,,,,42.90769303,-78.83423351,
15203,,,,,,,,42.90943527,-78.81226666,
15207,,,,,,,,42.91153374,-78.83386800000001,
15209,,,,,,,,42.91215012,-78.82258919,
15212,,,,,,,,42.91371468,-78.85981898,
15215,,,,,,,,42.89870858,-78.85987017,
15216,,,,,,,,42.91178257,-78.82565438,
15218,,,,,,,,42.90601684,-78.8494568,
15223,,,,,,,,42.90389606,-78.82291447,
15225,,,,,,,,42.89825689,-78.82031966,
15240,,,,,,,,42.90148257,-78.82523308,
15241,,,,,,,,42.91816013,-78.85374842,
15247,,,,,,,,42.90686442,-78.85542232,
15248,,,,,,,,42.90422252,-78.86173422,
15257,,,,,,,,42.91039744,-78.86033819,
15263,,,,,,,,42.91048811,-78.84885577,
15269,,,,,,,,42.90910522,-78.84828472,
15270,,,,,,,,42.91175194,-78.82200278,
15285,,,,,,,,42.907291799999996,-78.86089096,
15289,,,,,,,,42.91265386,-78.84020803,
15291,,,,,,,,42.90532836,-78.82289264,
15295,,,,,,,,42.915258200000004,-78.81602638,
15299,,,,,,,,42.9147085,-78.81038391,
15303,,,,,,,,42.91624799,-78.85569575,
15305,,,,,,,,42.90796452,-78.83497002,
15306,,,,,,,,42.90646105,-78.86674972,
15309,,,,,,,,42.91285671,-78.81963256,
15310,,,,,,,,42.89867178,-78.85818025,
15315,,,,,,,,42.91844206,-78.85783286,
15316,,,,,,,,42.91634155,-78.85525770000001,
15318,,,,,,,,42.90831518,-78.8196175,
15326,,,,,,,,42.89860782,-78.86120233,
15333,,,,,,,,42.9102996,-78.8115771,
15335,,,,,,,,42.9103027,-78.81123966,
15339,,,,,,,,42.9054794,-78.86069195,
15348,,,,,,,,42.90979018,-78.84185202,
15350,,,,,,,,42.91168639,-78.85267215,
15352,,,,,,,,42.90362994,-78.85548147,
15353,,,,,,,,42.91144566,-78.82525720000001,
15355,,,,,,,,42.91076008,-78.84671054,
15356,,,,,,,,42.90375356,-78.82640853,
15370,,,,,,,,42.90216333,-78.84490642,
15376,,,,,,,,42.90171632,-78.85918364,
15377,,,,,,,,42.91324408,-78.86271896,
15382,,,,,,,,42.90604531,-78.86399468,
15390,,,,,,,,42.91332872,-78.81962945,
15391,,,,,,,,42.91300672,-78.82160849,
15394,,,,,,,,42.90230395,-78.81465737,
15395,,,,,,,,42.90692358,-78.82456079,
15397,,,,,,,,42.90304021,-78.82830058,
15402,,,,,,,,42.91332566,-78.82669399,
15409,,,,,,,,42.91128577,-78.84642617,
15411,,,,,,,,42.90558163,-78.82142652,
15413,,,,,,,,42.91096088,-78.82604785,
15415,,,,,,,,42.91011762,-78.82257452,
15418,,,,,,,,42.91072405,-78.81241694,
15421,,,,,,,,42.91210554,-78.82004132,
15428,,,,,,,,42.91350044,-78.82161227,
15436,,,,,,,,42.91184018,-78.83184642,
15440,,,,,,,,42.91103386,-78.83286274,
15444,,,,,,,,42.911543,-78.8347948,
15445,,,,,,,,42.90619383,-78.82595613,
15446,,,,,,,,42.91999661,-78.83882193,
15450,,,,,,,,42.91565102,-78.81222963,
15452,,,,,,,,42.90721137,-78.85515550000001,
15461,,,,,,,,42.91555612,-78.82689483,
15464,,,,,,,,42.90091839,-78.82400373,
15466,,,,,,,,42.90148712,-78.84958277,
15467,,,,,,,,42.90320233,-78.85443808,
15469,,,,,,,,42.90666362,-78.83279498,
15471,,,,,,,,42.90986966,-78.82207953,
15478,,,,,,,,42.90599503,-78.81689607,
15487,,,,,,,,42.90667658,-78.80399256,
15491,,,,,,,,42.91283326,-78.83341649,
15493,,,,,,,,42.91140426,-78.85985606,
15494,,,,,,,,42.90421209,-78.82655303,
15495,,,,,,,,42.89971672,-78.83849235,
15499,,,,,,,,42.91066881,-78.83187507,
15501,,,,,,,,42.90149433,-78.83420658,
15502,,,,,,,,42.90849408,-78.83172759,
15503,,,,,,,,42.89884168,-78.84377205,
15506,,,,,,,,42.90059072,-78.83479353,
15507,,,,,,,,42.90695114,-78.82143544,
15516,,,,,,,,42.9177379,-78.85572728,
15517,,,,,,,,42.91759515,-78.81140485,
15520,,,,,,,,42.9090815,-78.840349,
15523,,,,,,,,42.90297468,-78.84232991,
15532,,,,,,,,42.91126025,-78.80226368,
15535,,,,,,,,42.91854382,-78.83967285,
15539,,,,,,,,42.91596408,-78.85981809,
15541,,,,,,,,42.90953398,-78.84745508,
15543,,,,,,,,42.89998882,-78.85517685,
15550,,,,,,,,42.90232559,-78.85566165,
15551,,,,,,,,42.90176868,-78.85106575,
15552,,,,,,,,42.90710672,-78.82352642,
15553,,,,,,,,42.9081161,-78.85570399,
15557,,,,,,,,42.90155418,-78.84668583,
15559,,,,,,,,42.90197384,-78.82163994,
15560,,,,,,,,42.91002503,-78.81604164,
15570,,,,,,,,42.91651229,-78.85916692,
15572,,,,,,,,42.89967784,-78.86289827,
15576,,,,,,,,42.90046686,-78.84157182,
15590,,,,,,,,42.89893972,-78.85867989,
15591,,,,,,,,42.90657211,-78.8518219,
15595,,,,,,,,42.90890873,-78.81405544,
15599,,,,,,,,42.91372552,-78.85273146,
15601,,,,,,,,42.90639957,-78.86099291,
15602,,,,,,,,42.91011488,-78.83179631,
15607,,,,,,,,42.90315413,-78.83200911,
15613,,,,,,,,42.90147745,-78.82163719,
15615,,,,,,,,42.91035036,-78.85809263,
15619,,,,,,,,42.90298608,-78.85495236,
15634,,,,,,,,42.91140062,-78.8597587,
15641,,,,,,,,42.90807057,-78.86213275,
15645,,,,,,,,42.91654898,-78.84160623,
15646,,,,,,,,42.91412141,-78.81402469,
15647,,,,,,,,42.90869272,-78.85856489,
15648,,,,,,,,42.90320173,-78.84075648,
15653,,,,,,,,42.91367664,-78.86004263,
15655,,,,,,,,42.90158623,-78.83201744,
15663,,,,,,,,42.91083626,-78.86128702,
15665,,,,,,,,42.89906549,-78.85437446,
15666,,,,,,,,42.90242682,-78.83140638,
15670,,,,,,,,42.91064448,-78.81710178,
15679,,,,,,,,42.90902485,-78.83461628,
15683,,,,,,,,42.91551669,-78.85905669,
15687,,,,,,,,42.90762833,-78.84827095,
15690,,,,,,,,42.91623815,-78.82009466,
15698,,,,,,,,42.90273282,-78.82729826,
15700,,,,,,,,42.91551918,-78.85916782,
15701,,,,,,,,42.90952655,-78.81641499,
15702,,,,,,,,42.9079667,-78.83520823,
15703,,,,,,,,42.90820418,-78.86183824,
15704,,,,,,,,42.89955849,-78.84204642,
15707,,,,,,,,42.89880875,-78.82069613,
15711,,,,,,,,42.90467361,-78.82247743,
15714,,,,,,,,42.90189269,-78.82127828,
15715,,,,,,,,42.90086176,-78.8487286,
15721,,,,,,,,42.90601352,-78.86005873,
15725,,,,,,,,42.91519642,-78.86338143,
15726,,,,,,,,42.91307274,-78.8249863,
15727,,,,,,,,42.90249699,-78.82298791,
15730,,,,,,,,42.91261257,-78.80859568,
15732,,,,,,,,42.90463989,-78.83176927,
15733,,,,,,,,42.91108424,-78.83763473,
15735,,,,,,,,42.90331428,-78.81638087,
15745,,,,,,,,42.91068224,-78.84128996,
15746,,,,,,,,42.91335803,-78.85326115,
15747,,,,,,,,42.91152239,-78.81402937,
15757,,,,,,,,42.91363058,-78.85105994,
15764,,,,,,,,42.91100515,-78.83000204,
15774,,,,,,,,42.92018608,-78.8129169,
15778,,,,,,,,42.89990493,-78.84722389,
15779,,,,,,,,42.89934607,-78.81625793,
15781,,,,,,,,42.90771661,-78.81651429,
15783,,,,,,,,42.91144457,-78.82514185,
15785,,,,,,,,42.90083829,-78.83630827,
15789,,,,,,,,42.91096245,-78.82626985,
15791,,,,,,,,42.90953045,-78.81565748,
15795,,,,,,,,42.91726282,-78.80935591,
15805,,,,,,,,42.90271673,-78.81464445,
15808,,,,,,,,42.91911592,-78.85485583,
15809,,,,,,,,42.90703398,-78.82143728,
15812,,,,,,,,42.9190973,-78.82800625,
15814,,,,,,,,42.91313234,-78.85466522,
15816,,,,,,,,42.91256829,-78.84941677,
15818,,,,,,,,42.91424899,-78.8560887,
15819,,,,,,,,42.90696859,-78.84841235,
15822,,,,,,,,42.91568865,-78.85918478,
15823,,,,,,,,42.90612124,-78.82289755,
15836,,,,,,,,42.90746363,-78.83367556,
15837,,,,,,,,42.90417965,-78.80821437,
15846,,,,,,,,42.90799858,-78.8525016,
15848,,,,,,,,42.90207498,-78.82729471,
15854,,,,,,,,42.90516067,-78.81779940000001,
15855,,,,,,,,42.9106929,-78.84212848,
15859,,,,,,,,42.90166711,-78.83202005,
15861,,,,,,,,42.90286638,-78.82671113,
15867,,,,,,,,42.90470431,-78.8628594,
15868,,,,,,,,42.91200234,-78.83966446,
15873,,,,,,,,,,
15875,,,,,,,,42.90416203,-78.86240427,
15876,,,,,,,,42.90820338,-78.85928412,
15877,,,,,,,,42.91034187,-78.85740601,
15879,,,,,,,,42.90120198,-78.85524588,
15888,,,,,,,,42.9091321,-78.85897051,
15894,,,,,,,,42.90192217,-78.83382977,
15897,,,,,,,,42.90320051,-78.85110437,
15900,,,,,,,,42.89924258,-78.84270104,
15916,,,,,,,,42.90083603,-78.85250737,
15918,,,,,,,,42.91015257,-78.83571166,
15926,,,,,,,,42.90341861,-78.84022298,
15935,,,,,,,,42.91407882,-78.85517635,
15938,,,,,,,,42.91911747,-78.82520344,
15941,,,,,,,,42.90642065,-78.82495415,
15945,,,,,,,,42.90695458,-78.83491686,
15948,,,,,,,,42.89909551,-78.84809984,
15954,,,,,,,,42.91658177,-78.83982314,
15955,,,,,,,,42.90095265,-78.84037337,
15960,,,,,,,,42.91655131,-78.84172218,
15963,,,,,,,,42.90281662,-78.83099258,
15964,,,,,,,,42.91597692,-78.84903068,
15967,,,,,,,,42.9099556,-78.81694801,
15970,,,,,,,,42.89963761,-78.85024383,
15974,,,,,,,,42.91195123,-78.83390935,
15976,,,,,,,,42.91172773,-78.81230203,
15978,,,,,,,,42.90132423,-78.85790363,
15982,,,,,,,,42.91221327,-78.81183994,
15985,,,,,,,,42.91462878,-78.85920562,
15986,,,,,,,,42.90123007,-78.82163537,
15988,,,,,,,,42.91768881,-78.82507659,
16000,,,,,,,,42.90814282,-78.85792798,
16013,,,,,,,,42.91391209,-78.82063869,
16016,,,,,,,,42.91106667,-78.81505308,
16017,,,,,,,,42.9097191,-78.86305143,
16026,,,,,,,,42.90897729,-78.81293259999998,
16031,,,,,,,,42.91308104,-78.82566303,
16037,,,,,,,,42.9136357,-78.8523245,
16046,,,,,,,,42.91490286,-78.81645936,
16048,,,,,,,,42.91440416,-78.81657622,
